"event_datetime","humidity"
"2015-03-08 19:00:00",63.3178718
"2015-03-08 20:00:00",61.61308923
"2015-03-08 21:00:00",60.55399349
"2015-03-14 09:00:00",61.94880268
"2015-03-14 10:00:00",63.87020111
"2015-03-14 11:00:00",65.80111758
"2015-03-14 12:00:00",67.48661696
"2015-03-14 13:00:00",67.17177932
"2015-03-14 14:00:00",66.00766636
"2015-03-14 15:00:00",65.7857586
"2015-03-14 16:00:00",65.8570138
"2015-03-14 17:00:00",65.8546148
"2015-03-14 18:00:00",64.52956919
"2015-03-14 19:00:00",63.94528347
"2015-03-14 20:00:00",62.56990591
"2015-03-14 21:00:00",61.61708476
"2015-03-14 22:00:00",61.27568189
"2015-03-14 23:00:00",61.62332018
"2015-03-15 00:00:00",62.59811839
"2015-03-15 01:00:00",63.03117604
"2015-03-15 02:00:00",63.13936867
"2015-03-15 03:00:00",61.82838246
"2015-03-15 04:00:00",61.83077953
"2015-03-15 05:00:00",60.73884999
"2015-03-15 07:00:00",60.24335741
"2015-03-15 08:00:00",60.35185999
"2015-03-15 09:00:00",60.97660454
"2015-03-15 10:00:00",62.00855676
"2015-03-15 11:00:00",62.1137346
"2015-03-15 12:00:00",62.66241609
"2015-03-15 13:00:00",63.68571634
"2015-03-15 14:00:00",65.18527019
"2015-03-15 15:00:00",65.36991308
"2015-03-15 16:00:00",65.82407191
"2015-03-15 17:00:00",67.3084263
"2015-03-15 18:00:00",66.80014692
"2015-03-15 19:00:00",67.6721815
"2015-03-15 20:00:00",68.85811077
"2015-03-15 21:00:00",69.0354023
"2015-03-15 22:00:00",68.67700935
"2015-03-15 23:00:00",70.15384957
"2015-03-16 00:00:00",70.13584358
"2015-03-16 01:00:00",69.51284071
"2015-03-16 02:00:00",68.87754086
"2015-03-16 03:00:00",66.28923555
"2015-03-16 04:00:00",65.20814179
"2015-03-16 05:00:00",64.23686324
"2015-03-16 06:00:00",62.84896229
"2015-03-16 07:00:00",63.18357283
"2015-03-16 08:00:00",64.97319356
"2015-03-16 09:00:00",67.05039514
"2015-03-16 10:00:00",68.89004864
"2015-03-16 11:00:00",68.49976984
"2015-03-16 12:00:00",70.67151426
"2015-03-16 13:00:00",71.61214534
"2015-03-16 14:00:00",69.7669759
"2015-03-16 15:00:00",70.27492943
"2015-03-16 16:00:00",71.34319737
"2015-03-16 17:00:00",71.34966921
"2015-03-16 18:00:00",71.68688206
"2015-03-16 19:00:00",71.99366964
"2015-03-16 20:00:00",71.26418784
"2015-03-16 21:00:00",71.71210351
"2015-03-16 22:00:00",71.56823084
"2015-03-16 23:00:00",71.72047406
"2015-03-17 00:00:00",69.63236796
"2015-03-17 01:00:00",65.65115575
"2015-03-17 02:00:00",61.13431814
"2015-03-17 10:00:00",61.5330017
"2015-03-17 11:00:00",60.96811253
"2015-03-17 12:00:00",61.81659101
"2015-03-17 13:00:00",62.91797254
"2015-03-17 14:00:00",63.39852627
"2015-03-17 15:00:00",63.19592995
"2015-03-17 16:00:00",65.34721111
"2015-03-17 17:00:00",68.20552984
"2015-03-17 18:00:00",73.5684767
"2015-03-17 19:00:00",73.77633245
"2015-03-17 20:00:00",74.89241268
"2015-03-17 21:00:00",74.64729501
"2015-03-17 22:00:00",73.84189907
"2015-03-17 23:00:00",73.26632558
"2015-03-18 00:00:00",71.94361524
"2015-03-18 01:00:00",70.20367395
"2015-03-18 02:00:00",65.48723983
"2015-03-18 03:00:00",60.87383563
"2015-03-18 11:00:00",61.34158399
"2015-03-18 12:00:00",65.39545031
"2015-03-18 13:00:00",65.87237623
"2015-03-18 14:00:00",65.20858861
"2015-03-18 15:00:00",65.40760235
"2015-03-18 16:00:00",65.30018264
"2015-03-18 17:00:00",64.51441883
"2015-03-18 18:00:00",64.60375722
"2015-03-18 19:00:00",64.45302115
"2015-03-18 20:00:00",64.69631626
"2015-03-18 21:00:00",64.39078422
"2015-03-18 22:00:00",62.78459674
"2015-03-19 21:00:00",61.28397076
"2015-03-19 22:00:00",66.4610093
"2015-03-19 23:00:00",65.01582283
"2015-03-20 00:00:00",63.98289844
"2015-03-20 01:00:00",61.6451205
"2015-03-20 11:00:00",61.04931404
"2015-03-20 12:00:00",60.96110957
"2015-03-26 12:00:00",64.58081092
"2015-03-26 13:00:00",67.74580418
"2015-03-26 14:00:00",69.40807202
"2015-03-26 15:00:00",69.91759387
"2015-03-26 16:00:00",70.24474227
"2015-03-26 17:00:00",71.04914019
"2015-03-26 18:00:00",70.3748845
"2015-03-26 19:00:00",69.68686284
"2015-03-26 20:00:00",69.23908296
"2015-03-26 21:00:00",68.32297296
"2015-03-26 22:00:00",67.66283312
"2015-03-26 23:00:00",66.61106847
"2015-03-27 00:00:00",65.67625208
"2015-03-27 01:00:00",65.04729429
"2015-03-27 02:00:00",63.02069961
"2015-03-27 03:00:00",60.18991036
"2015-02-27 21:00:00",70.65677056
"2015-02-27 22:00:00",69.72317699
"2015-02-27 23:00:00",71.08169613
"2015-02-28 00:00:00",65.95821364
"2015-02-28 01:00:00",63.05873383
"2015-02-28 13:00:00",61.01285483
"2015-02-28 14:00:00",62.54028116
"2015-02-28 15:00:00",66.15101168
"2015-02-28 16:00:00",66.26488591
"2015-02-28 17:00:00",70.25776071
"2015-02-28 18:00:00",69.11636028
"2015-02-28 19:00:00",72.5583845
"2015-02-28 20:00:00",70.18414238
"2015-02-28 21:00:00",72.09831594
"2015-02-28 22:00:00",70.80337199
"2015-02-28 23:00:00",71.7072912
"2015-03-01 00:00:00",67.78590624
"2015-03-01 01:00:00",64.78756588
"2015-03-01 13:00:00",63.58143235
"2015-03-01 14:00:00",63.66237472
"2015-03-01 15:00:00",66.95087574
"2015-03-01 16:00:00",65.79780329
"2015-03-01 17:00:00",67.56106248
"2015-03-01 18:00:00",66.96535583
"2015-03-01 19:00:00",69.43428716
"2015-03-01 20:00:00",68.26586791
"2015-03-01 21:00:00",70.58737001
"2015-03-01 22:00:00",68.78467605
"2015-03-01 23:00:00",69.44789213
"2015-03-02 00:00:00",65.24647148
"2015-03-02 01:00:00",62.20865161
"2015-03-02 09:00:00",61.04387549
"2015-03-02 10:00:00",62.18627229
"2015-03-02 11:00:00",62.08004669
"2015-03-02 12:00:00",63.14165483
"2015-03-02 13:00:00",65.37447008
"2015-03-02 14:00:00",66.58373455
"2015-03-02 15:00:00",67.72217977
"2015-03-02 16:00:00",67.78866203
"2015-03-02 17:00:00",69.03166256
"2015-03-02 18:00:00",69.59006211
"2015-03-02 19:00:00",71.13840583
"2015-03-02 20:00:00",70.30017558
"2015-03-02 21:00:00",71.41174412
"2015-03-02 22:00:00",70.76872921
"2015-03-02 23:00:00",71.54322445
"2015-03-03 00:00:00",69.67861959
"2015-03-03 01:00:00",67.55433608
"2015-03-03 02:00:00",60.54569685
"2015-03-03 12:00:00",60.16048314
"2015-03-03 13:00:00",62.92994017
"2015-03-03 14:00:00",63.09470227
"2015-03-03 15:00:00",65.45101492
"2015-03-03 16:00:00",65.26105713
"2015-03-03 17:00:00",66.53231862
"2015-03-03 18:00:00",65.83330379
"2015-03-03 19:00:00",67.09958577
"2015-03-03 20:00:00",66.23076577
"2015-03-03 21:00:00",68.01261543
"2015-03-03 22:00:00",67.52618676
"2015-03-03 23:00:00",68.58516648
