"event_datetime","city","temperature","light","airquality_raw","sound","humidity","dust"
"2015-03-23 23:00:00","Shanghai",15.80623419,1240.655071,27.11102961,1612.251998,37.19340953,1068.961048
"2015-03-24 00:00:00","Shanghai",17.42679929,2931.192273,26.81969035,1663.802762,31.98475709,1122.364238
"2015-03-24 01:00:00","Shanghai",19.63378447,4036.358754,26.56090239,1670.773098,26.48039911,1212.961703
"2015-03-24 02:00:00","Shanghai",21.52401848,4949.289522,25.86890179,1722.098884,21.42381118,1295.447309
"2015-03-24 03:00:00","Shanghai",21.80722055,4797.238057,24.38298619,1740.817395,19.24489276,1407.878681
"2015-03-24 04:00:00","Shanghai",22.0071616,4759.596688,23.58073547,1788.043345,17.94342687,1347.25678
"2015-03-24 05:00:00","Shanghai",21.57519682,3435.727719,23.53264652,1769.709934,18.31230883,1273.572199
"2015-03-24 06:00:00","Shanghai",20.48126647,2103.074767,23.87452532,1738.386142,20.17014989,1236.040944
"2015-03-24 07:00:00","Shanghai",19.66559425,1381.965255,24.61003123,1741.320291,22.40994675,1150.528846
"2015-03-24 08:00:00","Shanghai",18.65999113,713.8036708,25.17709152,1715.845644,24.58703367,1163.928242
"2015-03-24 09:00:00","Shanghai",17.23060036,181.9116181,25.253615,1708.60662,27.27779991,1091.481627
"2015-03-24 10:00:00","Shanghai",16.63647385,5.625203214,26.17124856,1723.309791,29.74999749,1164.215935
"2015-03-24 11:00:00","Shanghai",16.20714009,0.997341525,26.60022583,1714.743245,31.76676898,1062.87253
"2015-03-24 12:00:00","Shanghai",15.71002146,0.741903299,26.45968385,1726.305639,33.76190669,1024.031475
"2015-03-24 13:00:00","Shanghai",15.53132573,0.702325393,26.66004297,1700.131334,35.34845807,1001.729884
"2015-03-24 14:00:00","Shanghai",15.28543481,0.263217703,26.836462,1682.062007,37.11184954,1008.202772
"2015-03-24 15:00:00","Shanghai",15.20864896,0.641371604,27.68948869,1704.797509,37.89669483,994.3169527
"2015-03-24 16:00:00","Shanghai",15.01912327,0.404199475,26.69619456,1710.632711,38.89769483,991.4043177
"2015-03-24 17:00:00","Shanghai",14.749084,0.370595428,27.43010655,1650.764347,40.00750491,957.0453098
"2015-03-24 18:00:00","Shanghai",14.3983582,0,27.34137733,1633.432591,40.70765618,980.8920338
